number1,number2,result
41150,59478,100628
92330,20301,112631
71693,66122,137815
63392,51260,114652
5312,77698,83010
17917,33704,51621
44537,6242,50779
5641,77814,83455
34225,43808,78033
32890,16198,49088
91114,2262,93376
44065,36234,80299
36244,24612,60856
30559,18050,48609
80738,4930,85668
64531,68534,133065
41193,10629,51822
71296,31828,103124
88210,88290,176500
76476,66342,142818
5905,90804,96709
21519,39836,61355
9392,37682,47074
46342,2856,49198
37658,51456,89114
21056,38791,59847
45494,40944,86438
55203,88947,144150
28624,25024,53648
44683,33129,77812
98155,21535,119690
66593,63411,130004
77666,76665,154331
50619,37038,87657
75692,49920,125612
23411,28082,51493
85215,21805,107020
20023,77056,97079
33216,97773,130989
18008,31913,49921
79274,67329,146603
77657,90532,168189
96593,92,96685
17373,61586,78959
56253,60460,116713
6572,36449,43021
70162,65875,136037
80559,39920,120479
48077,71368,119445
40023,74544,114567
33572,82431,116003
583,6087,6670
98900,93854,192754
29699,99116,128815
60593,73943,134536
87770,76825,164595
19258,10669,29927
10844,88745,99589
28047,37095,65142
60044,92284,152328
13157,78948,92105
60483,18965,79448
94847,27057,121904
36731,43348,80079
35192,56947,92139
53842,60233,114075
35897,69987,105884
11601,66567,78168
72527,19254,91781
17038,36509,53547
50840,57488,108328
95458,7428,102886
20825,78072,98897
69944,47978,117922
77990,91522,169512
48402,95468,143870
38631,13866,52497
66965,6667,73632
28332,79712,108044
62417,68532,130949
30183,38341,68524
13037,73669,86706
91356,17723,109079
13160,83323,96483
97877,12605,110482
86026,9616,95642
70412,30395,100807
35518,52871,88389
28117,54046,82163
35841,69345,105186
96575,43992,140567
99765,9833,109598
9091,58879,67970
93220,29925,123145
44880,61821,106701
56934,31559,88493
707,30523,31230
519,86277,86796
98170,33795,131965
94019,20140,114159
63147,51412,114559
15127,48437,63564
84276,76403,160679
72994,95420,168414
93517,15522,109039
69278,39454,108732
91613,3668,95281
99464,73378,172842
31692,55630,87322
6081,35636,41717
81627,9309,90936
93645,61881,155526
59645,96207,155852
87942,77539,165481
20248,14835,35083
12205,72658,84863
94426,31895,126321
94141,936,95077
30739,17946,48685
27346,20019,47365
62047,29705,91752
84569,22105,106674
906,70091,70997
21115,53763,74878
17457,26151,43608
92710,67836,160546
56683,69835,126518
21450,88295,109745
50409,42077,92486
56824,50387,107211
49558,36300,85858
67984,16711,84695
51562,95589,147151
61485,74420,135905
85661,41482,127143
81934,24413,106347
45009,95748,140757
21068,68299,89367
43099,3631,46730
48433,24596,73029
71404,83976,155380
35846,28768,64614
12386,63422,75808
69863,28329,98192
77043,65174,142217
93270,25351,118621
35922,60731,96653
45700,32590,78290
98054,90545,188599
47864,85766,133630
67481,15958,83439
33218,71916,105134
43868,11927,55795
85945,71598,157543
43618,76528,120146
61450,47674,109124
64075,88677,152752
32597,59368,91965
45789,68555,114344
75930,2134,78064
19115,41914,61029
49933,70930,120863
19687,27954,47641
47014,48569,95583
70327,14615,84942
74820,17712,92532
80171,54945,135116
40155,65636,105791
34638,9643,44281
30049,63641,93690
98238,68482,166720
49015,63883,112898
71584,17900,89484
87752,12695,100447
58844,96166,155010
79797,36576,116373
53483,16382,69865
41119,78371,119490
88130,79259,167389
79150,99687,178837
77590,69779,147369
1014,33186,34200
59960,91746,151706
20554,66560,87114
47403,97490,144893
30440,58435,88875
75657,33501,109158
565,92628,93193
65639,93754,159393
20894,82833,103727
85990,81690,167680
59261,45208,104469
27191,24571,51762
27028,22166,49194
15007,4112,19119
70152,54037,124189
84094,9894,93988
6753,90245,96998
31593,89167,120760
6571,77396,83967
65030,34935,99965
21138,27711,48849
92267,46175,138442
31406,62817,94223
53522,60255,113777
40413,85149,125562
74370,70811,145181
52100,20956,73056
1290,57268,58558
48532,54024,102556
20283,54986,75269
47744,78190,125934
86359,377,86736
9518,11325,20843
35946,10263,46209
3646,61845,65491
29309,45409,74718
99935,38597,138532
53257,37767,91024
15259,27049,42308
77840,87946,165786
81900,33335,115235
80315,45925,126240
20203,9593,29796
81895,63101,144996
1012,2035,3047
8106,83140,91246
97652,77045,174697
5057,51109,56166
24932,5867,30799
21139,51865,73004
3067,57799,60866
67898,15796,83694
92085,37032,129117
19442,55263,74705
54678,31338,86016
95797,28728,124525
30949,16441,47390
19389,26079,45468
34239,9839,44078
32527,50012,82539
73982,86670,160652
86841,12891,99732
53589,88874,142463
38738,96681,135419
17950,50536,68486
96680,44620,141300
79746,54733,134479
66556,55746,122302
12733,27870,40603
68844,42912,111756
72112,37962,110074
3621,9151,12772
24203,43165,67368
92398,228,92626
24967,555,25522
91530,28546,120076
84242,83059,167301
21023,91065,112088
57332,11958,69290
75718,63134,138852
24460,41173,65633
48672,67890,116562
41855,23782,65637
61318,58038,119356
82427,10596,93023
46067,2552,48619
17803,77800,95603
35331,72247,107578
37219,88773,125992
51822,83463,135285
56957,54943,111900
51534,95589,147123
88543,71033,159576
42844,38807,81651
21252,81934,103186
62986,50972,113958
28405,23944,52349
11056,78590,89646
94718,74758,169476
53425,39955,93380
12095,67927,80022
18618,70667,89285
28119,4584,32703
29595,6399,35994
40022,7404,47426
39960,50166,90126
69506,16006,85512
98012,14122,112134
89316,2665,91981
82870,13805,96675
64534,2418,66952
51385,64856,116241
85769,13334,99103
9281,95920,105201
35694,33339,69033
4088,60478,64566
76818,74627,151445
15553,99496,115049
87240,92541,179781
71746,89763,161509
59149,6905,66054
57510,71354,128864
51265,38965,90230
26366,19019,45385
17894,11270,29164
38082,99224,137306
51008,21308,72316
95003,36294,131297
72664,82534,155198
7675,17276,24951
59778,7966,67744
21243,63992,85235
28552,4307,32859
48486,33673,82159
42247,16507,58754
8018,84244,92262
74336,34432,108768
7713,79640,87353
79647,48387,128034
83899,91845,175744
34607,30199,64806
4342,47868,52210
98662,68475,167137
46754,77919,124673
16874,85508,102382
37476,61342,98818
86368,4512,90880
54321,51207,105528
57863,96718,154581
97260,76374,173634
46892,35788,82680
36147,99805,135952
98833,99389,198222
3509,36601,40110
77921,60558,138479
8035,16296,24331
92376,81830,174206
36732,98354,135086
54455,13652,68107
98521,82123,180644
11718,59927,71645
54284,17795,72079
69275,47240,116515
25612,7081,32693
2363,99923,102286
73708,3300,77008
3075,38465,41540
27364,32741,60105
81170,14680,95850
28720,39744,68464
68424,88731,157155
12293,79244,91537
23553,61948,85501
64213,61444,125657
5710,183,5893
41850,48861,90711
69338,91649,160987
57811,60033,117844
33289,27278,60567
45276,8859,54135
20621,36648,57269
87938,44590,132528
58862,92191,151053
19351,5140,24491
7111,18842,25953
83921,6594,90515
5736,42686,48422
84448,80220,164668
19208,47434,66642
14597,58555,73152
44243,11585,55828
74675,246,74921
99852,62568,162420
43400,44920,88320
38572,94641,133213
12837,73096,85933
77020,60796,137816
12180,18342,30522
35708,35947,71655
77567,70964,148531
11938,83890,95828
91142,19948,111090
80580,93437,174017
53623,78895,132518
37689,90387,128076
55489,55610,111099
74577,43585,118162
74267,17230,91497
23766,60110,83876
92218,55112,147330
74075,13126,87201
12564,15461,28025
73475,42646,116121
84360,68289,152649
48772,30193,78965
82107,47934,130041
19248,63246,82494
25670,34960,60630
7416,92021,99437
96698,32941,129639
10123,38982,49105
92886,95067,187953
7532,65409,72941
56225,3561,59786
30429,77205,107634
52147,59662,111809
82328,29914,112242
27660,63755,91415
58648,12874,71522
16116,66780,82896
50665,83178,133843
68646,93856,162502
87766,49325,137091
12386,54297,66683
94243,38789,133032
52126,84917,137043
86568,14767,101335
1378,46448,47826
80492,25019,105511
27788,37672,65460
94147,42609,136756
35250,65625,100875
35768,71622,107390
80661,4012,84673
58217,92084,150301
84633,3256,87889
5429,3523,8952
29981,20384,50365
92015,60960,152975
16705,40089,56794
85685,24729,110414
44586,24496,69082
87541,63982,151523
69234,48380,117614
30900,8686,39586
77265,2214,79479
62351,14330,76681
1689,8219,9908
27577,26343,53920
80699,8393,89092
15393,65003,80396
15120,33753,48873
55151,65195,120346
12165,75056,87221
52142,67841,119983
28765,46136,74901
97845,45290,143135
76527,63837,140364
36922,90206,127128
90021,19733,109754
69107,64449,133556
72891,37648,110539
31770,96073,127843
3477,80986,84463
8691,2611,11302
72267,79476,151743
53812,84624,138436
76506,77127,153633
28430,75899,104329
71481,4250,75731
69170,17129,86299
15372,91004,106376
21537,21712,43249
89300,69998,159298
61513,98909,160422
42932,17662,60594
16892,39824,56716
90631,747,91378
16048,91732,107780
63780,37620,101400
46475,41733,88208
37591,4164,41755
98028,10565,108593
38319,40720,79039
32253,77045,109298
50385,82398,132783
31403,98390,129793
84890,86013,170903
81522,35551,117073
31502,33235,64737
87985,2099,90084
87281,43526,130807
47216,53735,100951
96800,8713,105513
92772,72892,165664
73188,36113,109301
14936,23859,38795
4329,17063,21392
89420,45761,135181
79299,16002,95301
43854,77797,121651
46667,79646,126313
49544,72556,122100
17403,55944,73347
10834,32314,43148
97387,67742,165129
86786,78443,165229
79229,93309,172538
66134,9198,75332
64517,66319,130836
90802,92179,182981
67247,23572,90819
72242,70666,142908
57997,98445,156442
50283,16274,66557
57397,29945,87342
36230,284,36514
13761,29237,42998
56348,79893,136241
24128,20285,44413
99500,92049,191549
26591,24261,50852
68657,15838,84495
23780,6725,30505
32281,45626,77907
31460,71642,103102
41930,32408,74338
21205,32350,53555
50233,81129,131362
74761,74381,149142
22016,77953,99969
38848,97370,136218
38381,56027,94408
23784,18035,41819
25141,83571,108712
47367,33857,81224
52363,38521,90884
55949,97875,153824
62684,37947,100631
17727,5267,22994
55851,82753,138604
92708,52812,145520
45283,37038,82321
70120,99866,169986
18726,45452,64178
37971,58565,96536
89348,71040,160388
15740,29082,44822
88867,47708,136575
73503,58425,131928
22104,35150,57254
91091,49590,140681
84262,5641,89903
71538,52602,124140
36220,75678,111898
82011,2356,84367
98902,32253,131155
75100,75990,151090
83678,94752,178430
89252,54698,143950
28465,32753,61218
81123,42006,123129
4513,69323,73836
69640,3426,73066
90034,40869,130903
19672,62480,82152
9995,47683,57678
59703,85937,145640
583,34374,34957
27302,81951,109253
35577,77827,113404
41713,27188,68901
92367,99532,191899
84856,47034,131890
67135,38236,105371
53481,80807,134288
66266,85418,151684
8290,51394,59684
30055,69569,99624
60290,8356,68646
14940,45646,60586
81810,70281,152091
99252,39683,138935
95388,26430,121818
11018,75219,86237
98821,71775,170596
46640,78880,125520
55059,38788,93847
71073,54507,125580
66642,5487,72129
10414,50977,61391
39524,48108,87632
49277,64174,113451
23394,31225,54619
26121,79679,105800
40489,22585,63074
8407,32678,41085
26158,35753,61911
52366,39188,91554
67348,70929,138277
73579,71183,144762
96545,38301,134846
33191,52541,85732
31284,87638,118922
74335,6291,80626
81071,30885,111956
38644,43587,82231
49955,90415,140370
14677,24283,38960
63697,86487,150184
31940,39757,71697
13670,32522,46192
30685,19933,50618
33926,79015,112941
53517,52504,106021
22222,41440,63662
97932,88168,186100
19944,40596,60540
13192,5389,18581
61812,98341,160153
46544,86200,132744
88252,9172,97424
3140,93558,96698
30950,33072,64022
34519,58010,92529
64459,57840,122299
31409,69210,100619
8259,98316,106575
5504,40765,46269
75508,86020,161528
53656,35603,89259
80344,34876,115220
61433,4562,65995
75523,9641,85164
49143,1207,50350
5805,28622,34427
86026,71361,157387
50873,95491,146364
71609,92528,164137
2943,96521,99464
50266,64249,114515
93756,91957,185713
13433,20415,33848
79035,56234,135269
15469,32041,47510
98021,96216,194237
75834,37629,113463
51318,97909,149227
10036,41308,51344
50981,46425,97406
44577,59652,104229
35174,54904,90078
2765,29704,32469
7554,6016,13570
15426,44084,59510
27729,3976,31705
85576,99813,185389
16580,69622,86202
99995,87976,187971
93961,79073,173034
4867,98895,103762
14641,39582,54223
39473,67229,106702
88077,44394,132471
53785,6431,60216
84931,21429,106360
64001,92723,156724
98901,8200,107101
179,29853,30032
91798,84573,176371
60689,55967,116656
81661,66756,148417
16633,2619,19252
62398,14952,77350
5702,43327,49029
81956,82138,164094
74705,41602,116307
83226,19039,102265
64924,83823,148747
53458,6026,59484
40591,8781,49372
48953,88497,137450
8748,71405,80153
79737,19262,98999
1116,36594,37710
50067,47685,97752
39103,38478,77581
51709,79111,130820
79129,86127,165256
87588,73484,161072
96472,23827,120299
46356,57391,103747
79546,95149,174695
88645,11770,100415
61314,42486,103800
75435,95505,170940
65811,23449,89260
78176,9151,87327
48056,56733,104789
91059,93920,184979
40542,19475,60017
45403,43411,88814
58880,98533,157413
17903,18724,36627
23557,5347,28904
39962,91033,130995
8683,20968,29651
90669,64104,154773
97485,83450,180935
3532,76370,79902
81278,21815,103093
54214,30961,85175
11596,52896,64492
44921,61303,106224
5138,96089,101227
44654,87317,131971
36811,1621,38432
81047,65845,146892
17106,80724,97830
25226,32451,57677
81016,99657,180673
18066,87510,105576
13991,74801,88792
6351,96630,102981
27189,34327,61516
78239,48906,127145
71236,88638,159874
16378,24967,41345
91699,29381,121080
41113,45234,86347
46239,93317,139556
33600,3930,37530
60651,90569,151220
88356,36228,124584
83334,72203,155537
54611,90892,145503
43992,20,44012
46942,17864,64806
79435,75289,154724
60068,20938,81006
66922,37260,104182
47394,88763,136157
4753,88638,93391
40133,19297,59430
12373,89774,102147
2293,31595,33888
20428,95925,116353
40159,85125,125284
91632,28996,120628
72393,35697,108090
26391,10580,36971
40514,26631,67145
4948,91493,96441
93972,98900,192872
11412,96509,107921
64764,17579,82343
50584,74902,125486
66639,90760,157399
86359,93768,180127
60981,80254,141235
3715,35492,39207
97043,52183,149226
8890,29472,38362
36749,69103,105852
28012,3122,31134
53837,93901,147738
8298,95316,103614
10924,26139,37063
22251,25909,48160
66397,32511,98908
77081,25338,102419
21791,10318,32109
97663,44805,142468
5354,76563,81917
41245,65841,107086
73825,38100,111925
56965,42944,99909
61749,85201,146950
75518,47379,122897
83189,77263,160452
55642,46851,102493
79822,3088,82910
82556,83118,165674
73894,16888,90782
42956,95011,137967
39132,1430,40562
77890,88912,166802
10321,56784,67105
53510,81787,135297
19901,75413,95314
8603,54485,63088
56569,76263,132832
30135,31633,61768
33723,29638,63361
27525,65892,93417
8396,85375,93771
80072,37709,117781
92894,63541,156435
20318,98686,119004
50708,65091,115799
49124,99166,148290
10456,4942,15398
84578,82796,167374
439,7925,8364
6002,36537,42539
20841,80772,101613
21862,33818,55680
68439,10831,79270
36057,5344,41401
6478,23016,29494
22570,70013,92583
7897,2912,10809
56754,35513,92267
34794,7782,42576
21155,78555,99710
25813,86256,112069
59299,323,59622
62197,32402,94599
86756,23750,110506
5802,50587,56389
14602,96817,111419
44366,81341,125707
26920,96048,122968
22424,12359,34783
58143,54783,112926
94318,38711,133029
47912,34119,82031
44072,51137,95209
79231,6129,85360
84368,76566,160934
2114,50258,52372
59816,57898,117714
77771,61788,139559
10419,57634,68053
1743,77509,79252
15084,16518,31602
51105,41274,92379
48255,98395,146650
35457,47727,83184
99375,52499,151874
91636,94377,186013
99106,14025,113131
92858,23630,116488
62050,33597,95647
74938,27586,102524
14185,17925,32110
21583,98437,120020
30141,7053,37194
75332,99912,175244
27076,11902,38978
56758,4934,61692
64876,53571,118447
69197,11357,80554
34579,15970,50549
96546,39745,136291
27070,62168,89238
88999,74996,163995
20866,24143,45009
753,77441,78194
13662,81367,95029
41365,98607,139972
10277,72559,82836
14068,58765,72833
67258,45288,112546
62567,29681,92248
34937,15146,50083
7984,71665,79649
44127,50984,95111
1635,8729,10364
52343,49632,101975
81364,98771,180135
49305,39006,88311
91985,69984,161969
55968,66874,122842
28891,32232,61123
76368,84741,161109
6893,64367,71260
99520,31099,130619
71776,94832,166608
31069,59943,91012
50133,22727,72860
5126,3301,8427
44536,6257,50793
82493,64822,147315
42288,11961,54249
19111,8399,27510
26337,23351,49688
53459,44974,98433
62126,28870,90996
57004,52718,109722
24043,84013,108056
12080,23088,35168
25178,34648,59826
26672,72165,98837
43236,76149,119385
18852,61881,80733
48259,70164,118423
75621,12326,87947
86297,46802,133099
26510,78508,105018
44669,18371,63040
83642,58960,142602
13188,90526,103714
55000,10070,65070
21794,96481,118275
41938,9492,51430
417,81408,81825
52605,30323,82928
66284,16898,83182
52647,25093,77740
53202,92274,145476
13522,66667,80189
53566,6616,60182
36218,53241,89459
42959,63208,106167
7477,74982,82459
14225,1721,15946
21771,46526,68297
44341,87132,131473
87108,66336,153444
78072,73,78145
74618,45062,119680
52154,94508,146662
1597,47148,48745
4077,30368,34445
71353,19185,90538
63368,18355,81723
45559,2365,47924
67302,22450,89752
27289,63575,90864
26720,54440,81160
81131,42529,123660
8992,69331,78323
69110,61502,130612
93695,10922,104617
15888,95419,111307
79419,97477,176896
15534,78540,94074
66350,47852,114202
7950,21983,29933
1709,15705,17414
14940,48099,63039
81178,69658,150836
43369,56861,100230
10159,54959,65118
81504,62460,143964
99276,39245,138521
97004,51919,148923
20286,72758,93044
64384,80306,144690
92366,38504,130870
87847,55454,143301
70365,59131,129496
27758,41341,69099
93243,71717,164960
61688,15126,76814
74712,87341,162053
77255,34155,111410
26854,38638,65492
59664,8416,68080
52257,49927,102184
13881,28131,42012
82904,49052,131956
46178,53980,100158
10727,10530,21257
42303,71440,113743
82174,79635,161809
79310,85807,165117
48798,99819,148617
76678,13671,90349
12842,14042,26884
69299,7163,76462
58923,52196,111119
50346,45437,95783
87093,10685,97778
31971,74471,106442
24753,56569,81322
33533,33921,67454
42161,97003,139164
73853,60671,134524
52656,67548,120204
26952,94448,121400
13980,10671,24651
60825,75953,136778
90273,46112,136385
3230,42858,46088
45334,95825,141159
75932,39172,115104
33242,15852,49094
45673,1005,46678
53109,82010,135119
82745,595,83340
78531,63128,141659
21054,56413,77467
23002,83613,106615
50795,18241,69036
52161,89814,141975
12034,69719,81753
97123,5261,102384
56039,31198,87237
90853,28851,119704
52939,27665,80604
55015,8360,63375
80867,79153,160020
33128,49706,82834
1498,9763,11261
17345,97656,115001
84079,3885,87964
11707,96512,108219
87145,49533,136678
97067,53325,150392
93331,69094,162425
7162,89731,96893
42374,72913,115287
55296,50658,105954
18817,8935,27752
11684,27279,38963
88983,82028,171011
26599,62163,88762
46750,19780,66530
49291,28625,77916
37153,83296,120449
47338,65193,112531
89773,97450,187223
93136,55458,148594
92735,75437,168172
54478,32944,87422
5763,22328,28091
21441,81727,103168
64770,5469,70239
65486,10600,76086
56563,93418,149981
48126,37011,85137
67291,33076,100367
23293,34571,57864
86146,18264,104410
94290,28725,123015
50741,72059,122800
64357,48880,113237
33883,75743,109626
68410,12467,80877
89299,76831,166130
11768,78330,90098
99535,84773,184308
84994,25049,110043
56025,93240,149265
94876,33908,128784
71622,48004,119626
56458,67836,124294
39462,50537,89999
68758,93875,162633
42043,90692,132735
31592,97245,128837
21586,59744,81330
39602,9605,49207
63577,30822,94399
63966,9618,73584
30824,7374,38198
11457,63609,75066
25869,775,26644
10948,67909,78857
99411,15874,115285
70153,22669,92822
1319,26667,27986
45442,20102,65544
16225,48663,64888
43193,11218,54411
13423,53104,66527
4709,71618,76327
6779,46535,53314
99150,27656,126806
72364,59240,131604
33811,84406,118217
36684,39632,76316
83860,29058,112918
97500,29954,127454
59240,63379,122619
15712,7622,23334
17085,49522,66607
27099,72797,99896
52465,66233,118698
30006,45707,75713
42611,6508,49119
86500,83592,170092
22098,51090,73188
72502,52645,125147
98576,76708,175284
63575,18742,82317
69261,63269,132530
55740,88489,144229
12841,7427,20268
30311,38186,68497
25482,58037,83519
75957,75942,151899
30679,30652,61331
50022,93770,143792
10594,59167,69761
28126,16453,44579
63777,77853,141630
17888,64062,81950
96762,2342,99104
59144,89851,148995
82598,98863,181461
52313,39728,92041
55769,25561,81330
42214,25065,67279
55262,48452,103714
1186,4025,5211
48198,69576,117774
9657,19722,29379
23967,60727,84694
37443,80077,117520
40854,76408,117262
21898,26461,48359
3286,37732,41018
82498,65713,148211
11125,33842,44967
29466,16867,46333
9795,63171,72966
97796,19742,117538
31335,28883,60218
42485,53329,95814
72798,28450,101248
55322,62478,117800
57575,93512,151087
2320,3027,5347
25236,54478,79714
78688,59074,137762
85350,25052,110402
95611,40428,136039
85327,63925,149252
1669,10048,11717
17574,86810,104384
58871,55887,114758
43744,54273,98017
62422,82401,144823
95893,94400,190293
26085,64923,91008
21147,82994,104141
1072,8016,9088
51980,79563,131543
98942,35640,134582
53267,40250,93517
44897,85372,130269
41545,90536,132081
27960,25918,53878
82725,19202,101927
52857,79391,132248
43790,22253,66043
95563,98247,193810
39192,40442,79634
93523,73658,167181
91763,16406,108169
55521,16384,71905
67397,7827,75224
13842,22098,35940
54489,88386,142875
47267,7748,55015
40223,38513,78736
98330,68488,166818
79448,9376,88824
49485,54373,103858
84566,28772,113338
11844,97628,109472
61889,27501,89390
18344,59352,77696
34371,37540,71911
57855,234,58089
98915,20934,119849
66868,41149,108017
85768,44533,130301
14803,69090,83893
28425,17704,46129
88730,70861,159591
2015,33334,35349
38597,14646,53243
8922,39584,48506
93109,88900,182009
74489,72618,147107
83490,89344,172834
26056,43059,69115
31965,17045,49010
18532,51710,70242
41955,36636,78591
87570,81444,169014
98224,60056,158280
49748,73640,123388
5876,9731,15607
48149,56088,104237
38051,12067,50118
41957,90368,132325
22570,46200,68770
86407,28663,115070
85960,3550,89510
16180,80861,97041
8886,74065,82951
84159,62941,147100
91511,72537,164048
14116,99387,113503
39177,78721,117898
28453,7021,35474
81508,30564,112072
57794,6671,64465
9425,57652,67077
97435,56859,154294
29259,70161,99420
25110,12022,37132
22960,19101,42061
23108,81370,104478
71493,45778,117271
1058,60116,61174
16040,25197,41237
65146,65503,130649
11538,97695,109233
94417,85367,179784
49635,38914,88549
35214,82135,117349
74363,34260,108623
83605,26170,109775
92223,94650,186873
50728,46690,97418
5928,4521,10449
70060,37189,107249
4629,61594,66223
13568,92298,105866
76851,38255,115106
86662,67666,154328
19713,7047,26760
4079,13030,17109
79345,97392,176737
98278,98569,196847
70717,14009,84726
85980,33232,119212
68517,17960,86477
22404,7484,29888
27773,32147,59920
41082,8632,49714
18160,81528,99688
68939,43857,112796
80732,86246,166978
35924,79184,115108
91136,87330,178466
73224,87843,161067
11941,60508,72449
24564,84380,108944
70122,46877,116999
98720,57796,156516
75560,88454,164014
75267,82085,157352
67406,34771,102177
60406,93055,153461
29710,88603,118313
57136,11858,68994
15949,24656,40605
79739,57186,136925
51692,28839,80531
48747,48242,96989
96758,77091,173849
12778,49276,62054
84173,38832,123005
60420,60606,121026
76896,80111,157007
7739,66745,74484
77025,12591,89616
97518,86501,184019
63035,96940,159975
79149,27322,106471
83305,85131,168436
93484,45749,139233
34621,24545,59166
45095,27976,73071
23072,28185,51257
90205,35603,125808
16013,3017,19030
80608,16086,96694
29169,84569,113738
92661,27616,120277
61551,45573,107124
28734,68312,97046
45750,1390,47140
34699,75601,110300
11562,37553,49115
36267,37418,73685
33069,811,33880
89724,36920,126644
1723,45200,46923
82329,33785,116114
27262,63462,90724
12294,57647,69941
19124,73511,92635
19545,82033,101578
42079,63071,105150
84343,93832,178175
42718,85036,127754
7614,60010,67624
76253,80487,156740
68288,90351,158639
14884,21089,35973
99277,31795,131072
46731,8192,54923
83522,8715,92237
51014,57849,108863
67346,11474,78820
34444,38993,73437
10067,94785,104852
94397,33195,127592
26264,52606,78870
45790,53577,99367
67341,20118,87459
71604,28341,99945
18540,17710,36250
13728,64178,77906
54903,70592,125495
99766,51281,151047
82250,6789,89039
5817,12162,17979
88832,33705,122537
38588,94294,132882
81935,31093,113028
16356,12853,29209
39627,59721,99348
23738,70999,94737
70809,81054,151863
8835,76178,85013
83982,45072,129054
80661,99730,180391
74996,92684,167680
74860,57296,132156
88738,17778,106516
23675,97143,120818
36803,65905,102708
36778,77477,114255
50294,37883,88177
99372,8872,108244
71306,10534,81840
75399,52000,127399
49992,23913,73905
37028,97354,134382
34568,57685,92253
8632,5765,14397
84064,39317,123381
32003,14832,46835
82892,22497,105389
42534,61048,103582
27592,54494,82086
29317,57554,86871
1675,19094,20769
82902,54648,137550
93306,11875,105181
72637,43011,115648
54909,31177,86086
34808,49263,84071
88365,88539,176904
42436,47904,90340
32894,72079,104973
23941,11992,35933
99063,84072,183135
44641,54418,99059
80919,65773,146692
28676,82930,111606
44608,62895,107503
89848,15074,104922
87128,21732,108860
79793,38605,118398
56488,24157,80645
58836,32105,90941
62148,99801,161949
13957,39922,53879
96563,46129,142692
58614,95004,153618
84531,76296,160827
40936,51418,92354
50973,51338,102311
31102,44768,75870
81620,86730,168350
11220,53144,64364
72283,27223,99506
85367,54342,139709
85502,14184,99686
91035,38374,129409
40020,3143,43163
22405,33583,55988
75110,42004,117114
79289,59430,138719
14244,45098,59342
74093,60079,134172
22035,25931,47966
75645,7823,83468
99395,71892,171287
54197,98529,152726
78746,74953,153699
55958,79911,135869
53138,68582,121720
49351,61598,110949
23808,35703,59511
43961,84125,128086
94623,11452,106075
60135,13387,73522
64189,4070,68259
41605,5750,47355
62980,55890,118870
38012,64202,102214
54640,18962,73602
6100,62180,68280
87355,95453,182808
30804,51728,82532
81105,48374,129479
37433,2526,39959
22261,12550,34811
53535,71904,125439
6067,71385,77452
49398,6094,55492
48304,27679,75983
78095,49072,127167
86126,23618,109744
21516,72857,94373
47030,29582,76612
37228,90231,127459
1556,69927,71483
9894,27780,37674
35686,680,36366
36365,56847,93212
22123,51896,74019
73960,83904,157864
55923,27720,83643
80529,75200,155729
6913,27604,34517
49096,8679,57775
26254,45492,71746
30863,43813,74676
90430,8494,98924
80583,51700,132283
98669,44795,143464
88233,23855,112088
79773,23338,103111
79920,12752,92672
41652,57123,98775
74027,87811,161838
93555,91238,184793
15174,63718,78892
34586,38360,72946
51122,46880,98002
65677,41626,107303
88594,58193,146787
6049,86324,92373
22242,66950,89192
53579,27310,80889
52270,30499,82769
44393,98341,142734
34810,27425,62235
18030,64633,82663
58855,49079,107934
38738,54993,93731
29969,51225,81194
75689,39116,114805
64652,29759,94411
8485,28875,37360
45842,80384,126226
9539,7546,17085
66417,15391,81808
93994,40160,134154
62208,81702,143910
7499,21234,28733
98552,91212,189764
56440,281,56721
23271,44196,67467
92747,52681,145428
47095,64835,111930
36881,26828,63709
69975,73702,143677
47643,38147,85790
28090,252,28342
37422,5361,42783
21707,41920,63627
36746,98649,135395
94621,99536,194157
94134,50427,144561
14393,19025,33418
26166,3826,29992
95529,3386,98915
53542,34839,88381
22147,79320,101467
18767,2721,21488
83072,85145,168217
81101,72013,153114
3919,93239,97158
59057,94282,153339
19824,59891,79715
76405,89612,166017
54605,89101,143706
44641,38483,83124
39355,41052,80407
64321,85314,149635
80063,39116,119179
87684,4656,92340
4710,24719,29429
90100,84149,174249
13384,5849,19233
24851,24232,49083
70632,13278,83910
79061,36055,115116
74502,60750,135252
79872,5214,85086
44338,57704,102042
90749,77490,168239
70716,93887,164603
12005,22377,34382
20581,87831,108412
13117,90590,103707
58116,37764,95880
33405,94617,128022
42010,45744,87754
3936,40874,44810
13254,8671,21925
47114,63517,110631
79768,65142,144910
48221,52776,100997
93869,70882,164751
48137,93338,141475
52492,6679,59171
489,35174,35663
32553,30810,63363
59670,93961,153631
63076,50151,113227
30987,55448,86435
83669,88702,172371
83764,26059,109823
38752,23074,61826
24505,68224,92729
70121,11131,81252
11251,97285,108536
42638,5034,47672
1475,26170,27645
68496,2526,71022
47128,68986,116114
41455,89832,131287
9252,52892,62144
78867,89046,167913
53634,17399,71033
3941,60725,64666
14673,30029,44702
43232,62207,105439
39567,53328,92895
23786,35188,58974
92198,35558,127756
25319,73414,98733
56859,24914,81773
30349,39413,69762
98905,1147,100052
10790,31009,41799
67564,44456,112020
32066,93635,125701
86638,75086,161724
81186,26506,107692
36183,40297,76480
66711,70788,137499
60750,8326,69076
10083,30458,40541
39087,74335,113422
46653,62239,108892
40603,55272,95875
5269,42675,47944
97898,83299,181197
58976,6522,65498
70995,79999,150994
16512,81046,97558
32759,66538,99297
